首字母,等级,文件名,歌名,歌手,类型,技能,状态,先后,爆点,bar,box,开头描述,结尾描述,分数,指数
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,1032,90,16,A - 一二轨滑键、四轨单点,A - 一轨单点、三轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,916,79,20,A - 一轨单点、三轨单点,A - 一二轨滑键、四轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,1029,90,4,A - 二一轨滑键、四轨单点,A - 二轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,916,79,20,A - 一轨单点、三轨单点,A - 一二轨滑键、四轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,1032,90,16,A - 一二轨滑键、四轨单点,A - 一轨单点、三轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,931,81,4,A - 一轨单点、二轨单点,A - 一二轨滑键、三轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,1029,90,4,A - 二一轨滑键、四轨单点,A - 二轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,931,81,4,A - 一轨单点、二轨单点,A - 一二轨滑键、三轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,1032,90,16,A - 一二轨滑键、四轨单点,A - 一轨单点、三轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,934,81,16,A - 一轨单点、四轨单点,A - 二一轨滑键、三轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,1029,90,4,A - 二一轨滑键、四轨单点,A - 二轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,934,81,16,A - 一轨单点、四轨单点,A - 二一轨滑键、三轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,1032,90,16,A - 一二轨滑键、四轨单点,A - 一轨单点、三轨单点,3348440,92 - 0.4
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",押爆,爆气,分开,一爆,1029,90,0,A - 二一轨滑键、四轨单点,A - 二轨单点,3351087,92 + 0.1
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",押爆,爆气,分开,二爆,1323,115,7,A - 二轨长条开始、四轨长条开始,A - 四轨单点,3351087,92 + 0.1
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",押爆,爆气,分开,一爆,1032,90,12,A - 一二轨滑键、四轨单点,A - 一轨单点、三轨单点,3351087,92 + 0.1
,,Bad Apple!! 4k节奏转谱 207.xml,"Bad Apple!! 4k节奏转谱","Nomiko",押爆,爆气,分开,二爆,1323,115,7,A - 二轨长条开始、四轨长条开始,A - 四轨单点,3351087,92 + 0.1
,,Dear Mozart 4k节奏转谱 210_odd.xml,"Dear Mozart 4k节奏转谱","JerryC",非押爆,爆气,分开,一爆,1705,84,24,A - 二轨单点、四轨单点,A - 一轨单点、三轨单点,5626745,162 + 0.4
,,Dear Mozart 4k节奏转谱 210_odd.xml,"Dear Mozart 4k节奏转谱","JerryC",非押爆,爆气,分开,二爆,1990,98,4,A - 一轨单点、三轨单点,A - 一轨单点、二轨长条右滑,5626745,162 + 0.4
,,Dear Mozart 4k节奏转谱 210_odd.xml,"Dear Mozart 4k节奏转谱","JerryC",非押爆,爆气,分开,一爆,1707,84,28,A - 一轨单点、三轨单点,A - 二轨单点、四轨单点,5626745,162 + 0.4
,,Dear Mozart 4k节奏转谱 210_odd.xml,"Dear Mozart 4k节奏转谱","JerryC",非押爆,爆气,分开,二爆,1990,98,4,A - 一轨单点、三轨单点,A - 一轨单点、二轨长条右滑,5626745,162 + 0.4
,,Dear Mozart 4k节奏转谱 210_odd.xml,"Dear Mozart 4k节奏转谱","JerryC",非押爆,爆气,分开,一爆,1709,85,0,A - 四轨单点,A - 二轨单点、三轨单点,5626745,162 + 0.4
,,Dear Mozart 4k节奏转谱 210_odd.xml,"Dear Mozart 4k节奏转谱","JerryC",非押爆,爆气,分开,二爆,1990,98,4,A - 一轨单点、三轨单点,A - 一轨单点、二轨长条右滑,5626745,162 + 0.4
,,Dear Mozart 4k节奏转谱 210_odd.xml,"Dear Mozart 4k节奏转谱","JerryC",押爆,爆气,分开,一爆,1705,84,24,A - 二轨单点、四轨单点,A - 二轨单点、四轨单点,5647961,166 + 0.4
,,Dear Mozart 4k节奏转谱 210_odd.xml,"Dear Mozart 4k节奏转谱","JerryC",押爆,爆气,分开,二爆,1988,98,0,A - 一轨单点、三轨单点,A - 一轨单点、二轨长条右滑,5647961,166 + 0.4
,,Dear Mozart 4k节奏转谱 210_odd.xml,"Dear Mozart 4k节奏转谱","JerryC",押爆,爆气,分开,一爆,1707,84,28,A - 一轨单点、三轨单点,A - 二轨单点、三轨单点,5647961,166 + 0.4
,,Dear Mozart 4k节奏转谱 210_odd.xml,"Dear Mozart 4k节奏转谱","JerryC",押爆,爆气,分开,二爆,1988,98,0,A - 一轨单点、三轨单点,A - 一轨单点、二轨长条右滑,5647961,166 + 0.4
,,Asura 4k节奏转谱 265.5.xml,"Asura 4k节奏转谱","AstroKid",非押爆,爆气,分开,一爆,702,58,20,A - 一轨单点、三轨长条开始,A - 一轨单点、三轨单点,3767578,115 + 0.4
,,Asura 4k节奏转谱 265.5.xml,"Asura 4k节奏转谱","AstroKid",非押爆,爆气,分开,二爆,1307,101,24,A - 一轨单点,A - 一轨单点、三轨长条开始,3767578,115 + 0.4
,,Asura 4k节奏转谱 265.5.xml,"Asura 4k节奏转谱","AstroKid",押爆,爆气,分开,一爆,702,58,16,A - 一轨单点、三轨长条开始,A - 一轨单点、三轨单点,3770760,116 + 0.0
,,Asura 4k节奏转谱 265.5.xml,"Asura 4k节奏转谱","AstroKid",押爆,爆气,分开,二爆,1307,101,24,A - 一轨单点,A - 三轨长条中间,3770760,116 + 0.0
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,100,16,26,A - 三轨单点,A - 一轨长条结尾、五轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,858,78,4,A - 一轨单点、三轨单点,A - 一轨单点、四轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,100,16,26,A - 三轨单点,A - 一轨长条结尾、五轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,861,78,16,A - 一轨单点、五轨单点,A - 一轨单点、四轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,100,16,26,A - 三轨单点,A - 一轨长条结尾、五轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,872,79,20,A - 一轨单点、四轨单点,A - 一轨单点、五轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,100,16,26,A - 三轨单点,A - 一轨长条结尾、五轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,887,81,4,A - 一轨单点、三轨单点,A - 一轨单点、四轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,100,16,26,A - 三轨单点,A - 一轨长条结尾、五轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,890,81,16,A - 一轨单点、五轨单点,A - 一轨单点、四轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,101,16,29,A - 五轨单点,A - 三轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,858,78,4,A - 一轨单点、三轨单点,A - 一轨单点、四轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,101,16,29,A - 五轨单点,A - 三轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,861,78,16,A - 一轨单点、五轨单点,A - 一轨单点、四轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,101,16,29,A - 五轨单点,A - 三轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,872,79,20,A - 一轨单点、四轨单点,A - 一轨单点、五轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,101,16,29,A - 五轨单点,A - 三轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,887,81,4,A - 一轨单点、三轨单点,A - 一轨单点、四轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,一爆,101,16,29,A - 五轨单点,A - 三轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",非押爆,爆气,分开,二爆,890,81,16,A - 一轨单点、五轨单点,A - 一轨单点、四轨单点,3055620,84 - 0.2
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",押爆,爆气,分开,一爆,105,17,5,A - 一轨长条结尾、五轨单点,A - 二轨单点,3064104,85 + 0.4
,,Bad Apple!! 5k节奏转谱 207.xml,"Bad Apple!! 5k节奏转谱","Nomiko",押爆,爆气,分开,二爆,177,23,5,A - 一轨长条结尾、五轨单点,A - 二轨单点,3064104,85 + 0.4
,,Drama 5k节奏转谱 201.xml,"Drama 5k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,804,68,6,A - 二轨单点,A - 二一轨滑键、五轨长条开始,3808708,118 - 0.5
,,Drama 5k节奏转谱 201.xml,"Drama 5k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,1556,117,19,A - 五轨长条左滑,A - 一轨单点,3808708,118 - 0.5
,,Drama 5k节奏转谱 201.xml,"Drama 5k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,804,68,6,A - 二轨单点,A - 二一轨滑键、五轨长条开始,3808708,118 - 0.5
,,Drama 5k节奏转谱 201.xml,"Drama 5k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,1559,117,22,A - 二轨单点,A - 二轨长条开始、四五轨滑键,3808708,118 - 0.5
,,Drama 5k节奏转谱 201.xml,"Drama 5k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,803,68,2,A - 三轨单点,A - 二一轨滑键、五轨长条开始,3822498,120 + 0.1
,,Drama 5k节奏转谱 201.xml,"Drama 5k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,1555,117,18,A - 五轨长条中间,A - 二轨长条开始、四五轨滑键,3822498,120 + 0.1
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,777,127,8,A - 一轨单点,A - 一轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,885,143,8,A - 一轨单点,A - 一轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,777,127,8,A - 一轨单点,A - 一轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,886,143,12,A - 三轨单点,A - 二轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,777,127,8,A - 一轨单点,A - 一轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,887,143,16,A - 四轨单点,A - 三轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,777,127,8,A - 一轨单点,A - 一轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,888,143,20,A - 二轨单点,A - 四轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,778,127,12,A - 三轨单点,A - 二轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,885,143,8,A - 一轨单点,A - 一轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,778,127,12,A - 三轨单点,A - 二轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,886,143,12,A - 三轨单点,A - 二轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,778,127,12,A - 三轨单点,A - 二轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,887,143,16,A - 四轨单点,A - 三轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,778,127,12,A - 三轨单点,A - 二轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,888,143,20,A - 二轨单点,A - 四轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,779,127,16,A - 四轨单点,A - 三轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,885,143,8,A - 一轨单点,A - 一轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,一爆,779,127,16,A - 四轨单点,A - 三轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",非押爆,爆气,分开,二爆,886,143,12,A - 三轨单点,A - 二轨单点,2806505,78 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,777,127,8,A - 一轨单点,A - 二轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,885,143,8,A - 一轨单点,A - 二轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,777,127,8,A - 一轨单点,A - 二轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,886,143,12,A - 三轨单点,A - 三轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,777,127,8,A - 一轨单点,A - 二轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,887,143,16,A - 四轨单点,A - 四轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,778,127,12,A - 三轨单点,A - 三轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,885,143,8,A - 一轨单点,A - 二轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,778,127,12,A - 三轨单点,A - 三轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,886,143,12,A - 三轨单点,A - 三轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,778,127,12,A - 三轨单点,A - 三轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,887,143,16,A - 四轨单点,A - 四轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,779,127,16,A - 四轨单点,A - 四轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,885,143,8,A - 一轨单点,A - 二轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,779,127,16,A - 四轨单点,A - 四轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,886,143,12,A - 三轨单点,A - 三轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,一爆,779,127,16,A - 四轨单点,A - 四轨单点,2817113,80 + 0.0
,,Beethoven Virus 4k节奏转谱 312_odd.xml,"Beethoven Virus 4k节奏转谱","Diana Boncheva",押爆,爆气,分开,二爆,887,143,16,A - 四轨单点,A - 四轨单点,2817113,80 + 0.0
,,Drama 5k节奏转谱 268.xml,"Drama 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,一爆,900,90,28,A - 三轨单点,A - 二一轨滑键、五轨长条开始,3910480,98 + 0.1
,,Drama 5k节奏转谱 268.xml,"Drama 5k节奏转谱","Diana Boncheva",非押爆,极限,分开,二爆,1323,123,16,A - 五轨单点,A - 五轨长条中间,3910480,98 + 0.1
,,Drama 5k节奏转谱 268.xml,"Drama 5k节奏转谱","Diana Boncheva",押爆,极限,分开,一爆,899,90,24,A - 三轨单点,A - 二一轨滑键、五轨长条开始,3913594,100 - 0.1
,,Drama 5k节奏转谱 268.xml,"Drama 5k节奏转谱","Diana Boncheva",押爆,极限,分开,二爆,1325,123,24,A - 四轨长条开始,A - 一轨单点、五轨长条中间,3913594,100 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,一爆,154,15,4,A - 二轨长条中间、五轨长条中间,A - 二轨长条左滑、五轨长条中间,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,二爆,1545,134,12,A - 四轨单点,A - 二轨单点、四轨长条结尾,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,一爆,154,15,4,A - 二轨长条中间、五轨长条中间,A - 二轨长条左滑、五轨长条中间,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,二爆,1547,134,20,A - 五轨单点,A - 一轨单点、三轨单点,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,一爆,154,15,4,A - 二轨长条中间、五轨长条中间,A - 二轨长条左滑、五轨长条中间,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,二爆,1549,134,28,A - 四轨单点,A - 二轨单点、四轨单点,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,一爆,156,15,5,A - 二轨长条中间、五轨长条中间,A - 二轨长条左滑、五轨长条中间,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,二爆,1547,134,20,A - 五轨单点,A - 一轨单点、三轨单点,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,一爆,156,15,5,A - 二轨长条中间、五轨长条中间,A - 二轨长条左滑、五轨长条中间,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,二爆,1549,134,28,A - 四轨单点,A - 二轨单点、四轨单点,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,一爆,156,15,6,A - 二轨长条中间、五轨长条中间,A - 一轨长条中间、五轨长条中间,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,二爆,1547,134,20,A - 五轨单点,A - 一轨单点、三轨单点,4163303,101 - 0.1
,,Asura 5k节奏转谱 354.xml,"Asura 5k节奏转谱","AstroKid",非押爆,极限,分开,一爆,156,15,6,A - 二轨长条中间、五轨长条中间,A - 一轨长条中间、五轨长条中间,4163303,101 - 0.1
