字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"超大只怪兽","焦迈奇",,红色,分开,120 + 301,A - 一轨单点、四轨单点^^^B - 二轨长条中间,A - 三四轨滑键^^^B - 二轨单点,173,336,52 - 0.1,120,A - 一轨单点、四轨单点,A - 三四轨滑键,173,336,692872,27 + 0.0
,,"アリエラ","佐香智久/天月-あまつき-",,红色,分开,94 + 648,A - 二轨单点^^^B - 一轨单点,A - 四轨长条中间^^^B - 二一轨滑键,315,696,81 - 0.5,94,A - 二轨单点,A - 四轨长条中间,315,696,1611814,43 - 0.2
,,"Summer Time","倖田來未",,,分开,373 + 784,A - 一轨长条开始、三四轨滑条^^^B - 二一轨滑条、四轨长条开始,A - 二一轨滑键^^^B - 三四轨滑键,485,949,81 + 0.0,373、784,A - 一轨长条开始、三四轨滑条,A - 二一轨滑键,485,949,1833105,41 - 0.5
,,"HIT","SEVENTEEN",,,分开,297 + 599,A - 三轨单点^^^B - 二轨单点,A - 二轨长条左滑^^^B - 三轨长条右滑,348,696,58 + 0.0,297、599,A - 三轨单点,A - 二轨长条左滑,348,696,1302541,29 + 0.0
F,7,"Focus","TANGRAM",,,分开,135 + 324,A - 一轨单点、三轨单点^^^B - 一轨单点、四轨单点,A - 四轨单点^^^B - 一轨单点,277,660,63 + 0.0,135、324,A - 一轨单点、三轨单点,A - 四轨单点,277,660,1455221,32 - 0.5
,,"DAYS of DASH","鈴木このみ",,,分开,306 + 933,A - 一轨长条中间^^^B - 四轨长条中间,A - 二一轨滑键、四三轨滑键^^^B - 一二轨滑键、三四轨滑键,612,1244,80 - 0.2,306、933,A - 一轨长条中间,A - 二一轨滑键、四三轨滑键,612,1244,1976310,40 - 0.1
,,"盲眼画师","河图",,红色,分开,406 + 842、406 + 843、406 + 844、406 + 842、406 + 843、406 + 844、406 + 842、406 + 843、406 + 844、406 + 842,A - 二轨单点^^^B - 三轨单点,A - 三轨长条结尾^^^B - 二轨长条结尾,537,973,88 + 0.2,406、407、408、842、843、844,A - 二轨单点,A - 三轨长条结尾,537,973,1569795,44 + 0.1
,,"BEE","Rothy",,红色,分开,111 + 307,A - 二轨单点^^^B - 三轨单点,A - 一轨长条开始^^^B - 四轨长条开始,218,414,55 - 0.4,111、307,A - 二轨单点,A - 一轨长条开始,218,414,795131,27 + 0.3
,,"One In A Billion","Wake Up, May'n!",,,分开,417 + 968、417 + 971,A - 一轨单点、三轨长条右滑^^^B - 二轨单点、四轨单点,A - 二轨长条中间、四轨长条中间^^^B - 三轨单点,627,1292,82 + 0.2,417,A - 一轨单点、三轨长条右滑,A - 二轨长条中间、四轨长条中间,627,1292,2328136,41 + 0.4
A,8,"A型のうた","西野カナ",,,分开,356 + 416,B - 二轨长条右滑^^^B - 二轨长条开始,B - 三轨长条右滑^^^B - 二轨长条左滑,344,704,73 + 0.2,416,B - 二轨长条开始,B - 二轨长条左滑,344,704,1596756,37 + 0.1
,,"树洞","欧阳娜娜",,,分开,745 + 818,B - 一轨长条开始、四轨单点^^^B - 四轨单点,B - 一轨长条开始、三轨单点^^^B - 一轨单点、三轨单点,566,985,70 + 0.4,818,B - 四轨单点,B - 一轨单点、三轨单点,566,985,1640307,37 - 0.3
A,9,"Another(Feat. 王嘉尔)","秦奋",,,分开,610 + 1358,A - 一轨长条开始、四轨长条左滑^^^B - 一轨长条右滑、四轨长条开始,A - 一轨长条开始、四轨单点^^^B - 一轨单点、四轨长条开始,754,1573,107 - 0.2,610、1358,A - 一轨长条开始、四轨长条左滑,A - 一轨长条开始、四轨单点,754,1573,2720071,53 + 0.4
I,6,"I Want You to Know","Zedd/Selena Gomez",,,分开,256 + 672,A - 四轨长条开始^^^B - 三轨单点,A - 三轨单点^^^B - 四轨单点,445,907,63 - 0.1,672,B - 三轨单点,B - 四轨单点,445,907,1517166,33 + 0.0
,,"光耀","梁心颐",,红色,分开,233 + 536、233 + 565、234 + 536、234 + 565、262 + 536、262 + 565,A - 四轨长条中间^^^B - 一轨长条中间,A - 一轨单点^^^B - 四轨单点,327,630,61 + 0.2,233、262、536、565,A - 四轨长条中间,A - 一轨单点,327,630,1130746,31 - 0.4
,,"世界は恋に落ちている","CHiCO with HoneyWorks",,,分开,53 + 512,A - 四轨长条中间^^^B - 三轨单点,A - 四轨单点^^^B - 四轨长条左滑,346,720,66 - 0.4,53,A - 四轨长条中间,A - 四轨单点,346,720,1469370,33 + 0.4
,,"别再靠近我了","陈雪凝",,红色,存气,309 + 736,A - 三轨长条开始、四轨长条中间^^^B - 一轨长条开始、四轨单点,A - 二轨长条结尾、四轨长条结尾^^^B - 一轨长条中间、四轨长条中间,409,887,96 + 0.2,702,B - 二轨长条左滑,B - 二轨长条左滑、四轨长条中间,409,887,1560145,50 + 0.2
