字母,等级,歌名,歌手,突变,技能,类型,双排爆点,开头描述,结尾描述,半cb,全cb,双指数,单排爆点,开头描述,结尾描述,半cb,全cb,分数,单指数
,,"Girl in the Mirror","Bebe Rexha",,红色,分开,131 + 233、132 + 233、133 + 233、134 + 233、135 + 233,B - 左上角数字 1 单点^^^B - 左上角数字 8 绿条开始,B - 右下角数字 5 单点^^^B - 左下角数字 10 单点,130,257,46 - 0.2,131、132、133、134、135、233,B - 左上角数字 1 单点,B - 右下角数字 5 单点,130,257,751701,23 - 0.1
Y,6,"原点","徐梦圆",,,分开,239 + 541,A - 左下角数字 5 蓝条开始^^^B - 右上角数字 5 蓝条开始,A - 左上角数字 9 单点^^^B - 右下角数字 9 单点,287,589,50 - 0.4,239、541,A - 左下角数字 5 蓝条开始,A - 左上角数字 9 单点,287,589,1095602,25 - 0.2
D,7,"豆你玩","李子璇",,红色,分开,218 + 262、218 + 263、218 + 264、218 + 266、219 + 262、219 + 263、219 + 264、219 + 266、220 + 262、220 + 263,B - 左上角数字 16 单点^^^B - 右下角数字 6 单点,B - 右下角数字 2 蓝条结尾、左边数字 3 单点^^^B - 左上角数字 8 蓝条结尾、下面数字 1 单点,172,348,88 + 0.0,250、251、252、254、258、262、263、264、266,B - 右上角数字 16 单点,B - 左下角数字 2 蓝条结尾、右边数字 3 单点,172,348,1146223,46 + 0.0
G,10,"冠世一战","言和",,,分开,551 + 670、552 + 670、553 + 670,B - 右边数字 7 单点^^^B - 左下角数字 8 单点,B - 左边数字 6 蓝条结尾、右下角数字 7 单点^^^B - 右上角数字 16 蓝条结尾、左上角数字 1 绿条开始,477,1162,89 - 0.4,551、552、553,B - 右边数字 7 单点,B - 左边数字 6 蓝条结尾、右下角数字 7 单点,477,1162,3066485,45 - 0.5
,,"胡萝卜须","许嵩",,红色,分开,229 + 462,B - 左上角数字 1 蓝条开始、右下角数字 1 蓝条开始^^^B - 右上角数字 15 绿条中间、左上角数字 15 绿条中间,B - 右上角数字 16 绿条开始、左上角数字 16 绿条开始^^^B - 右下角数字 10 单点、左下角数字 10 单点,228,510,92 - 0.1,229,B - 左上角数字 1 蓝条开始、右下角数字 1 蓝条开始,B - 右上角数字 16 绿条开始、左上角数字 16 绿条开始,228,510,1527436,48 + 0.4
,,"两人份美好","李俊毅",,红色,分开,54 + 178、54 + 179、55 + 178、55 + 179,A - 左上角数字 3 单点^^^B - 右下角数字 3 单点,A - 右边数字 15 单点^^^B - 左边数字 7 单点,109,244,50 + 0.0,178、179,B - 右下角数字 3 单点,B - 左边数字 7 单点,109,244,733473,25 + 0.0
L,7,"旅行的爱情","Samuel",,红色,分开,101 + 195、101 + 196、101 + 197、101 + 198、101 + 280、101 + 281、101 + 282、101 + 283、102 + 195、102 + 196,A - 右上角数字 1 单点^^^B - 左上角数字 7 单点,A - 左边数字 5 蓝条中间^^^B - 左上角数字 8 单点,148,319,43 + 0.3,101、102,A - 右上角数字 1 单点,A - 左边数字 5 蓝条中间,148,319,791323,22 - 0.1
M,8,"Magic Dream","APPRIL",,,分开,172 + 310,A - 左下角数字 1 单点^^^B - 左下角数字 1 单点,A - 左上角数字 6 单点^^^B - 左上角数字 6 单点,205,379,58 + 0.0,172、310,A - 左下角数字 1 单点,A - 左上角数字 6 单点,205,379,1123826,29 + 0.0
C,10,"courage","戸松遥",,,分开,109 + 432,A - 右下角数字 1 蓝条开始^^^B - 左上角数字 1 蓝条开始,A - 右上角数字 5 单点^^^B - 左下角数字 5 单点,306,628,61 + 0.2,109、432,A - 右下角数字 1 蓝条开始,A - 右上角数字 5 单点,306,628,1595745,31 - 0.4
Y,6,"赝品","简弘亦",,红色,分开,3 + 166,A - 右下角数字 3 单点^^^B - 左下角数字 1 蓝条开始,A - 左下角数字 10 绿条开始^^^B - 左上角数字 9 绿条开始,165,326,56 + 0.3,166,B - 左下角数字 1 蓝条开始,B - 左上角数字 9 绿条开始,165,326,923414,28 + 0.0
,,"滚烫的青春","王源",,红色,分开,151 + 198、151 + 199、153 + 198、153 + 199、154 + 198、154 + 199、154 + 198、154 + 199、154 + 198、154 + 199,B - 左上角数字 8 绿条结尾、右上角数字 1 单点^^^B - 右下角数字 5 单点,B - 右下角数字 3 蓝条中间^^^B - 右边数字 2 单点,118,257,59 - 0.4,151、153、154、155、156,B - 左上角数字 8 绿条结尾、右上角数字 1 单点,B - 右下角数字 3 蓝条中间,118,257,757744,32 + 0.0
S,10,"Shiny","高颖浠",,,分开,187 + 538、187 + 539、187 + 540、188 + 538、188 + 539、188 + 540、189 + 538、189 + 539、189 + 540,A - 右上角数字 1 单点^^^B - 右上角数字 9 单点,A - 左下角数字 1 单点^^^B - 左下角数字 1 单点,421,800,94 + 0.0,187、188、189、538、539、540,A - 右上角数字 1 单点,A - 左下角数字 1 单点,421,800,2380507,47 + 0.0
D,8,"DEAREST DROP","田所あずさ",,,分开,100 + 409、100 + 412、100 + 415、100 + 423、100 + 426、100 + 433、100 + 434、100 + 435、107 + 409、107 + 412,A - 左上角数字 6 单点^^^B - 左上角数字 1 单点,A - 左边数字 11 单点^^^B - 右边数字 5 单点,309,598,51 + 0.0,100、107、108、109、409、412、415、423、426、433,A - 左上角数字 6 单点,A - 左边数字 11 单点,309,598,1253674,26 - 0.5
,,"七つ紅葉灯","木制みゅーと",100,,分开,264 + 334、264 + 335、264 + 336、264 + 337、265 + 334、265 + 335、265 + 336、265 + 337、267 + 334、267 + 335,A - 左下角数字 4 蓝条中间^^^A - 上面数字 12 单点,A - 左上角数字 2 蓝条结尾、右上角数字 3 蓝条开始^^^A - 左下角数字 6 蓝条结尾、下面数字 7 单点,430,855,103 - 0.5,334、335、336、337,A - 上面数字 12 单点,A - 左下角数字 6 蓝条结尾、下面数字 7 单点,430,855,2524679,54 + 0.0
L,9,"Last One Standing","Simple Plan",,,分开,113 + 269、113 + 270、114 + 269、114 + 270、114 + 269、114 + 270、114 + 269、114 + 270、269 + 337、269 + 338,A - 右下角数字 5 绿条中间^^^B - 右下角数字 1 单点,A - 下面数字 1 单点^^^B - 左边数字 5 单点,212,546,58 - 0.2,269、270,B - 右下角数字 1 单点,B - 左边数字 5 单点,212,546,1392071,30 + 0.0
B,6,"Bon Bon(给他一击)","强东玥",,,分开,28 + 274、28 + 279,A - 右上角数字 1 单点^^^B - 左上角数字 7 单点,A - 下面数字 4 单点^^^B - 下面数字 9 单点,158,302,42 - 0.2,28,A - 右上角数字 1 单点,A - 下面数字 4 单点,158,302,796926,22 + 0.0
Z,8,"最苦的甜","胡夏",,红色,分开,143 + 350,A - 左下角数字 3 单点^^^B - 右上角数字 3 单点,A - 右边数字 7 单点^^^B - 左下角数字 7 单点,191,398,54 - 0.2,143、350,A - 左下角数字 3 单点,A - 右边数字 7 单点,191,398,1001171,27 - 0.1
D,8,"单线告别","接个吻，开一枪/刘至佳",,,分开,119 + 358、120 + 358、243 + 358、244 + 358、285 + 358、286 + 358,A - 上面数字 1 绿条中间^^^B - 右上角数字 3 单点,A - 左上角数字 5 单点^^^B - 右边数字 7 单点,198,388,49 + 0.1,358,B - 右上角数字 3 单点,B - 右边数字 7 单点,198,388,1090924,26 - 0.1
,,"Time with you","圭贤",,红色,分开,142 + 193、142 + 194,B - 右下角数字 1 单点^^^B - 左上角数字 10 单点,B - 左边数字 5 绿条开始^^^B - 右上角数字 6 蓝条中间,125,232,49 + 0.4,193、194,B - 左上角数字 10 单点,B - 右上角数字 6 蓝条中间,125,232,668625,25 + 0.1
,,"Good Girl 赶快爱","陈芳语",,,分开,117 + 295、117 + 296、117 + 297、117 + 298、117 + 300、117 + 301、117 + 302、117 + 303、118 + 295、118 + 296,A - 右边数字 8 绿条结尾^^^B - 左边数字 8 绿条结尾,A - 右上角数字 13 蓝条结尾^^^B - 左下角数字 13 蓝条结尾,151,329,54 + 0.0,117、118、119、120、122、123、124、125、295、296,A - 右边数字 8 绿条结尾,A - 右上角数字 13 蓝条结尾,151,329,1022894,27 + 0.0
R,6,"如果当时","胡夏",,红色,分开,184 + 276、191 + 276、192 + 276、194 + 276,B - 右上角数字 1 蓝条开始^^^B - 左边数字 6 蓝条开始,B - 右上角数字 9 单点^^^B - 左上角数字 7 单点、右上角数字 7 单点,183,392,64 - 0.1,276,B - 左边数字 6 蓝条开始,B - 左上角数字 7 单点、右上角数字 7 单点,183,392,968922,34 - 0.3
T,8,"淘气堡","Chic Chili",,,分开,150 + 333、150 + 334、150 + 336、150 + 333、150 + 334、150 + 336、150 + 333、150 + 334、150 + 336、150 + 333,A - 左下角数字 1 单点^^^B - 右上角数字 2 单点,A - 上面数字 5 单点^^^B - 右上角数字 9 单点,198,457,50 - 0.1,333、334、336,B - 右上角数字 2 单点,B - 右上角数字 9 单点,198,457,1230152,26 - 0.1
A,8,"爱情的花样","孙燕姿",,红色,分开,109 + 162、109 + 163、109 + 328、109 + 329、109 + 381、109 + 382、109 + 162、109 + 163、109 + 328、109 + 329,A - 右上角数字 7 单点^^^A - 左下角数字 7 单点,A - 左下角数字 10 蓝条结尾、右上角数字 11 单点^^^A - 右下角数字 10 蓝条结尾、左上角数字 11 单点,210,429,66 + 0.0,109、110、162、163、328、329、381、382,A - 右上角数字 7 单点,A - 左下角数字 10 蓝条结尾、右上角数字 11 单点,210,429,1224340,33 + 0.0
,,"Shatter Me","Lindsey Stirling/Lzzy Hale",,,分开,292 + 365、292 + 658、365 + 658,A - 左下角数字 1 蓝条开始、右上角数字 1 蓝条开始^^^A - 下面数字 1 蓝条开始、上面数字 1 蓝条开始,A - 右上角数字 5 单点^^^A - 左边数字 5 单点,439,731,96 + 0.0,292、365、658,A - 左下角数字 1 蓝条开始、右上角数字 1 蓝条开始,A - 右上角数字 5 单点,439,731,2106123,48 + 0.0
,,"Let Me Hear","Fear, and Loathing in Las Vegas",,,存气,489 + 883,A - 右边数字 1 蓝条开始、左边数字 1 蓝条开始^^^B - 左边数字 15 蓝条结尾、右上角数字 16 单点,A - 右上角数字 13 单点、左上角数字 13 单点^^^B - 左上角数字 11 蓝条结尾、右上角数字 12 单点,512,994,120 + 0.0,901、903、904、905、908、909、910,B - 左上角数字 1 单点、右上角数字 1 单点,B - 左边数字 1 单点,512,994,2930500,65 + 0.0
,,"狂风里拥抱","信/A-Lin",,红色,分开,185 + 379,A - 左下角数字 8 单点^^^B - 左上角数字 5 单点,A - 左边数字 9 绿条中间^^^B - 左上角数字 6 单点、右上角数字 6 单点,238,493,79 - 0.4,185,A - 左下角数字 8 单点,A - 左边数字 9 绿条中间,238,493,1366570,40 - 0.4
,,"青春大满贯","胡夏",,红色,分开,48 + 198、48 + 205、48 + 206、48 + 207、48 + 198、48 + 205、48 + 206、48 + 207、48 + 198、48 + 205,A - 右上角数字 5 单点^^^B - 左下角数字 6 单点,A - 左下角数字 7 单点^^^B - 右下角数字 9 单点,192,332,48 + 0.0,198、205、206、207,B - 左下角数字 6 单点,B - 右下角数字 9 单点,192,332,859404,24 + 0.0
W,6,"我的名字","焦迈奇",,,分开,134 + 261、135 + 261、136 + 261、137 + 261、138 + 261、139 + 261、140 + 261、141 + 261、261 + 293、261 + 294,A - 右下角数字 1 单点^^^B - 左上角数字 5 单点,A - 中间数字 4 单点^^^B - 左上角数字 12 绿条中间,197,356,40 + 0.4,261,B - 左上角数字 5 单点,B - 左上角数字 12 绿条中间,197,356,893613,21 - 0.3
W,6,"When You Know What Love Is","Craig David",,红色,分开,114 + 195、114 + 248、114 + 249、114 + 250、114 + 251、114 + 253、115 + 195、115 + 248、115 + 249、115 + 250,A - 右上角数字 15 绿条结尾^^^B - 左下角数字 5 单点,A - 左边数字 5 单点^^^B - 左上角数字 8 单点,154,288,50 + 0.0,114、115、116、117、119、195、248、249、250、251,A - 右上角数字 15 绿条结尾,A - 左边数字 5 单点,154,288,873210,25 + 0.0
,,"爱在我身边","吴映洁",,红色,存气,63 + 129,A - 右上角数字 5 单点^^^B - 中间数字 2 单点,A - 左上角数字 18 单点^^^B - 左上角数字 6 绿条开始,80,175,44 - 0.4,141,B - 左上角数字 10 单点,B - 左上角数字 6 绿条开始,80,175,466698,22 + 0.0
S,6,"Señorita","Shawn Mendes/Camila Cabello",,红色,分开,103 + 191、103 + 192、103 + 193、103 + 194、103 + 195、104 + 191、104 + 192、104 + 193、104 + 194、104 + 195,B - 左上角数字 1 单点^^^B - 右上角数字 8 单点,B - 左边数字 9 单点^^^B - 左上角数字 8 蓝条中间,102,268,51 - 0.5,191、192、193、194、195,B - 右上角数字 8 单点,B - 左上角数字 8 蓝条中间,102,268,783548,27 - 0.5
,,"超大只怪兽","焦迈奇",,红色,存气,87 + 133,A - 左下角数字 1 单点^^^B - 右上角数字 5 单点,A - 左上角数字 9 单点^^^B - 右上角数字 9 单点,95,175,43 - 0.1,53、54、55、64、65、66,A - 右下角数字 1 单点,A - 下面数字 4 单点,95,175,537061,23 - 0.2
G,8,"孤注一掷的舞者","DOES",,,分开,194 + 250、194 + 251、194 + 264、194 + 269、194 + 270,A - 左下角数字 4 单点^^^B - 左下角数字 4 单点,A - 右边数字 9 绿条开始^^^B - 右下角数字 3 单点,231,427,52 + 0.2,194,A - 左下角数字 4 单点,A - 右边数字 9 绿条开始,231,427,1271937,26 + 0.3
C,6,"彻底","庄心妍",,,分开,111 + 334、111 + 336、111 + 337、113 + 334、113 + 336、113 + 337、114 + 334、114 + 336、114 + 337,A - 下面数字 4 单点^^^B - 下面数字 4 单点,A - 中间数字 8 单点^^^B - 中间数字 8 单点,213,436,48 - 0.2,111、113、114、334、336、337,A - 下面数字 4 单点,A - 中间数字 8 单点,213,436,1109618,24 - 0.1
W,8,"我的告白","王栎鑫/周文杰",20,,分开,359 + 394、359 + 395,B - 右下角数字 7 单点^^^B - 中间数字 5 绿条结尾,B - 中间数字 5 绿条开始^^^B - 右下角数字 8 单点,303,526,59 - 0.1,394、395,B - 中间数字 5 绿条结尾,B - 右下角数字 8 单点,303,526,1217997,30 - 0.2
W,9,"五等分の気持ち","花泽香菜/竹達彩奈/伊藤美来/佐倉綾音/水瀬いのり",,,分开,213 + 430、214 + 429、214 + 430、215 + 428、215 + 429、215 + 430、215 + 434、215 + 435、216 + 434、216 + 428,A - 左下角数字 1 单点^^^B - 右上角数字 4 单点,A - 左下角数字 5 单点^^^B - 右下角数字 5 蓝条结尾,242,502,68 + 0.0,430,B - 右上角数字 4 单点,B - 右下角数字 5 蓝条结尾,242,502,1456831,38 + 0.0
S,7,"SHOW THE WORLD","林俊杰",,红色,分开,144 + 184、144 + 185、144 + 186、144 + 211、144 + 212、144 + 213、145 + 184、145 + 185、145 + 186、145 + 211,A - 右上角数字 1 单点^^^B - 左上角数字 2 单点,A - 左下角数字 4 蓝条中间^^^B - 右下角数字 11 蓝条中间,180,329,59 - 0.2,144、145、146、184、185、186、211、212、213,A - 右上角数字 1 单点,A - 左下角数字 4 蓝条中间,180,329,952303,29 + 0.4
U,9,"UNION","OxT",,,分开,115 + 411,A - 左上角数字 1 单点^^^B - 右下角数字 1 单点,A - 左下角数字 3 单点^^^B - 右上角数字 3 单点,303,599,54 + 0.0,115、411,A - 左上角数字 1 单点,A - 左下角数字 3 单点,303,599,1352091,27 + 0.0
R,9,"R.1.S.E","R1SE",,,分开,191 + 448、191 + 449、192 + 448、192 + 449,A - 左边数字 7 蓝条开始^^^B - 右边数字 7 蓝条开始,A - 左上角数字 3 单点^^^B - 右下角数字 3 单点,287,586,58 + 0.0,191、192、448、449,A - 左边数字 7 蓝条开始,A - 左上角数字 3 单点,287,586,1578785,29 + 0.0
C,8,"宠坏","李俊佑/小潘潘",,,分开,127 + 169、127 + 170、127 + 302、127 + 303、127 + 344、127 + 345、128 + 169、128 + 170、128 + 302、128 + 303,A - 左下角数字 2 单点^^^A - 右下角数字 2 单点,A - 右上角数字 11 单点^^^A - 左上角数字 11 单点,209,384,49 - 0.2,127、128、169、170、302、303、344、345,A - 左下角数字 2 单点,A - 右上角数字 11 单点,209,384,1069421,24 + 0.4
,,"Carry on","Monsta X",,红色,分开,173 + 230、173 + 231、173 + 232、183 + 230、183 + 231、183 + 232、183 + 230、183 + 231、183 + 232、183 + 230,B - 右下角数字 2 单点^^^B - 左下角数字 11 单点,B - 右上角数字 6 单点^^^B - 左下角数字 8 单点,137,260,46 - 0.1,230、231、232,B - 左下角数字 11 单点,B - 左下角数字 8 单点,137,260,694690,23 + 0.1
,,"Dreams Come True","徐明浩",,红色,存气,168 + 267、168 + 268、169 + 267、169 + 266、169 + 267、170 + 266,A - 左上角数字 2 单点^^^B - 左下角数字 8 单点,A - 右上角数字 10 单点^^^B - 左上角数字 9 蓝条中间,176,358,54 - 0.3,263、264,B - 左上角数字 4 单点,B - 右上角数字 8 蓝条中间,176,358,1001286,30 + 0.0
I,8,"I am YOU","Stray Kids",,,分开,126 + 293,A - 右上角数字 2 单点^^^B - 左下角数字 2 单点,A - 上面数字 9 绿条开始^^^B - 下面数字 9 绿条开始,249,442,57 - 0.4,126、293,A - 右上角数字 2 单点,A - 上面数字 9 绿条开始,249,442,1088292,28 + 0.3
,,"Sweet but Psycho","Ava Max",,,存气,184 + 347,A - 左上角数字 5 单点^^^B - 右上角数字 1 单点,A - 右下角数字 8 单点^^^B - 右上角数字 7 单点,202,467,61 - 0.5,354、355、356,B - 右下角数字 4 单点,B - 左下角数字 1 单点,202,467,1372799,31 - 0.3
,,"Badass Woman","Meghan Trainor",,红色,分开,42 + 146、42 + 147、42 + 148,A - 左上角数字 9 蓝条中间^^^B - 左上角数字 3 单点,A - 左上角数字 1 单点^^^B - 左下角数字 6 蓝条中间,141,293,56 + 0.0,146、147、148,B - 左上角数字 3 单点,B - 左下角数字 6 蓝条中间,141,293,781963,28 + 0.0
S,7,"SHOOT IT OUT","GENERATIONS from EXILE TRIBE/THE RAMPAGE from EXILE TRIBE",,,分开,247 + 323、247 + 324、247 + 327、247 + 328、247 + 329、248 + 323、248 + 324、248 + 327、248 + 328、248 + 329,B - 左下角数字 3 单点^^^B - 右下角数字 4 蓝条开始,B - 右下角数字 6 单点^^^B - 右上角数字 6 蓝条中间,202,450,61 - 0.1,323、324、327、328、329,B - 右下角数字 4 蓝条开始,B - 右上角数字 6 蓝条中间,202,450,1260544,31 - 0.1
D,6,"Don't Need Your Love","NCT DREAM/HRVY",,红色,分开,117 + 257、117 + 268、128 + 257、128 + 268,A - 右下角数字 12 单点^^^B - 左上角数字 12 单点,A - 左上角数字 4 绿条开始^^^B - 右下角数字 4 绿条开始,162,319,50 + 0.2,117、128、257、268,A - 右下角数字 12 单点,A - 左上角数字 4 绿条开始,162,319,864262,25 + 0.1
M,6,"盲眼画师","河图",,,分开,110 + 220、111 + 220、112 + 220、113 + 220、220 + 280、220 + 281、220 + 282、220 + 283,A - 左上角数字 1 单点^^^B - 左下角数字 1 绿条开始、下面数字 1 绿条开始,A - 右边数字 1 单点^^^B - 右上角数字 3 绿条中间,219,389,45 + 0.2,220,B - 左下角数字 1 绿条开始、下面数字 1 绿条开始,B - 右上角数字 3 绿条中间,219,389,1000652,23 + 0.0
D,8,"地铁等待","张紫豪",,,分开,171 + 362,A - 下面数字 3 单点^^^B - 上面数字 3 单点,A - 中间数字 6 蓝条结尾^^^B - 中间数字 6 蓝条结尾,224,415,49 + 0.0,171、362,A - 下面数字 3 单点,A - 中间数字 6 蓝条结尾,224,415,1055002,25 - 0.5
,,"春、恋桜。","majiko",,红色,分开,50 + 163、50 + 164、50 + 165、51 + 163、51 + 164、51 + 165、51 + 163、51 + 164、51 + 165、51 + 163,A - 右边数字 2 单点^^^B - 左边数字 2 单点,A - 右下角数字 7 单点^^^B - 左上角数字 7 单点,121,259,41 - 0.4,163、164、165,B - 左边数字 2 单点,B - 左上角数字 7 单点,121,259,618492,21 - 0.2
R,10,"Remember","FTISLAND",,,分开,236 + 555、236 + 556、236 + 557、236 + 555、236 + 556、236 + 557、236 + 555、236 + 556、236 + 557、236 + 555,A - 右下角数字 2 蓝条开始^^^B - 左上角数字 2 蓝条开始,A - 右上角数字 8 蓝条结尾、左上角数字 9 单点^^^B - 左下角数字 8 蓝条结尾、右下角数字 9 单点,406,742,61 + 0.0,236、237、238、555、556、557,A - 右下角数字 2 蓝条开始,A - 右上角数字 8 蓝条结尾、左上角数字 9 单点,406,742,1610529,31 - 0.5
B,6,"Brand New Story","GENERATIONS from EXILE TRIBE",,红色,分开,210 + 305、211 + 305,B - 左下角数字 10 绿条结尾^^^B - 右下角数字 1 单点,B - 左下角数字 4 蓝条结尾^^^B - 左上角数字 9 蓝条结尾,144,336,51 - 0.1,210、211,B - 左下角数字 10 绿条结尾,B - 左下角数字 4 蓝条结尾,144,336,910262,26 - 0.1
,,"I like you(炫舞音乐季主题曲)","孟美岐",,,存气,240 + 445、241 + 444,A - 右上角数字 4 蓝条开始^^^B - 左上角数字 11 蓝条中间,A - 上面数字 6 蓝条结尾、左上角数字 7 单点^^^B - 右上角数字 11 单点、左下角数字 11 单点,250,509,75 + 0.0,439、440,B - 左下角数字 7 绿条中间,B - 右上角数字 9 单点,250,509,1539366,37 + 0.3
Z,6,"最好的天气","郭采洁",,红色,分开,64 + 186,A - 右上角数字 13 单点^^^B - 左下角数字 5 单点,A - 左下角数字 13 蓝条结尾^^^B - 右上角数字 5 蓝条结尾,134,328,58 - 0.2,186,B - 左下角数字 5 单点,B - 右上角数字 5 蓝条结尾,134,328,949808,29 - 0.1
,,"Lil Mama","Jain",,红色,分开,128 + 217、128 + 218、128 + 219、128 + 220、128 + 221,B - 左上角数字 1 单点^^^B - 右上角数字 8 蓝条开始,B - 右上角数字 12 绿条开始^^^B - 中间数字 9 单点,127,244,47 + 0.2,217、218、219、220、221,B - 右上角数字 8 蓝条开始,B - 中间数字 9 单点,127,244,714337,24 + 0.0
,,"两小无猜","小木",,红色,分开,103 + 188、104 + 188、105 + 188、106 + 188,A - 右上角数字 7 绿条结尾^^^B - 上面数字 1 单点,A - 右上角数字 3 单点^^^B - 右上角数字 4 单点,168,381,64 + 0.0,188,B - 上面数字 1 单点,B - 右上角数字 4 单点,168,381,1066234,34 + 0.0
,,"灿烂之夏","王子异",,红色,存气,93 + 173,A - 右下角数字 2 单点^^^B - 右上角数字 7 单点,A - 右边数字 9 单点^^^B - 右边数字 5 单点,111,217,43 + 0.4,173、177、178、179、180、181、187,B - 右上角数字 7 单点,B - 右上角数字 16 单点,111,217,560598,22 - 0.5
,,"Come Back Down","Mediks",,,存气,367 + 559、367 + 587、367 + 588、368 + 587,A - 左上角数字 7 单点^^^B - 右下角数字 7 单点,A - 左上角数字 12 单点^^^B - 左上角数字 2 单点,390,760,72 - 0.3,347、348、349、350、351,A - 左下角数字 3 绿条结尾,A - 右上角数字 9 单点,390,760,2110658,36 - 0.2
,,"Leaving California","Maroon 5",,红色,分开,85 + 260、85 + 261,A - 左上角数字 8 蓝条中间^^^B - 右下角数字 8 蓝条开始,A - 左边数字 6 单点^^^B - 上面数字 5 单点,163,339,56 - 0.4,260、261,B - 右下角数字 8 蓝条开始,B - 上面数字 5 单点,163,339,879558,28 - 0.2
,,"我的朋友","TFBOYS",,,分开,171 + 443、171 + 444、171 + 446、172 + 443、172 + 444、172 + 446、173 + 443、173 + 444、173 + 446、174 + 443,A - 左上角数字 9 蓝条开始^^^B - 右上角数字 9 蓝条开始,A - 左边数字 10 蓝条结尾、右上角数字 1 单点^^^B - 右下角数字 10 蓝条结尾、左上角数字 1 单点,281,582,90 + 0.0,171、172、174、443、444、446,A - 左上角数字 9 蓝条开始,A - 左边数字 10 蓝条结尾、右上角数字 1 单点,281,582,1757710,45 + 0.0
M,8,"MARIA","黄明昊/KOHH",,红色,分开,156 + 190、157 + 190、161 + 195、161 + 196、162 + 195、162 + 196,A - 左上角数字 1 单点^^^A - 左上角数字 4 蓝条开始,A - 左下角数字 2 单点^^^A - 下面数字 7 单点,241,445,48 + 0.2,187、190,A - 左下角数字 1 单点,A - 右上角数字 4 蓝条结尾,241,445,945795,26 - 0.3
,,"藏不住的心跳","朱主爱",,红色,分开,147 + 214、147 + 215、147 + 216、147 + 218、148 + 214、148 + 215、148 + 216、148 + 218、149 + 214、149 + 215,B - 左上角数字 1 单点^^^B - 左上角数字 1 单点,B - 左上角数字 5 单点^^^B - 右下角数字 4 蓝条中间,131,257,51 - 0.3,214、215、216、218,B - 左上角数字 1 单点,B - 右下角数字 4 蓝条中间,131,257,766066,26 - 0.1
G,6,"Getaway","Syn Cole",,,分开,122 + 207、207 + 299,A - 右上角数字 2 单点^^^B - 右下角数字 2 蓝条开始,A - 下面数字 6 单点^^^B - 右下角数字 6 单点,164,410,55 - 0.2,207,B - 右下角数字 2 蓝条开始,B - 右下角数字 6 单点,164,410,1085497,28 - 0.1
X,6,"新青年","李行亮",,红色,分开,150 + 187、151 + 187、152 + 187、153 + 187,B - 右下角数字 5 单点^^^B - 右下角数字 1 蓝条开始,B - 右下角数字 9 单点^^^B - 右边数字 4 单点,145,286,47 - 0.3,187,B - 右下角数字 1 蓝条开始,B - 右边数字 4 单点,145,286,782693,24 - 0.1
D,9,"当妮走了","徐真真",,,分开,83 + 337,A - 左下角数字 2 单点^^^B - 右上角数字 1 单点,A - 左上角数字 5 单点^^^B - 右下角数字 11 单点,240,480,55 + 0.2,337,B - 右上角数字 1 单点,B - 右下角数字 11 单点,240,480,1202893,28 - 0.4
B,6,"Break The Rules","Charli XCX",,红色,分开,110 + 248、110 + 259、111 + 248、111 + 259、111 + 248、111 + 259、111 + 248、111 + 259、111 + 248、111 + 259,A - 右上角数字 13 单点^^^B - 左上角数字 1 单点,A - 右下角数字 13 单点^^^B - 下面数字 7 单点,141,296,57 - 0.1,110、111,A - 右上角数字 13 单点,A - 右下角数字 13 单点,141,296,925171,31 + 0.0
,,"唱起这首歌","刘人语",,红色,分开,25 + 183、25 + 184、25 + 197、25 + 198、25 + 183、25 + 184、25 + 197、25 + 198、25 + 183、25 + 184,A - 右下角数字 2 单点^^^B - 左下角数字 1 蓝条开始,A - 下面数字 7 单点^^^B - 右上角数字 11 单点,182,355,54 - 0.2,183、184、197、198,B - 左下角数字 1 蓝条开始,B - 右上角数字 11 单点,182,355,936262,27 - 0.1
,,"Light up","刘人语",,,分开,135 + 387,A - 上面数字 5 绿条结尾、右上角数字 6 单点^^^B - 下面数字 5 绿条结尾、左下角数字 6 单点,A - 右边数字 1 单点^^^B - 左边数字 1 单点,286,563,56 + 0.0,135、387,A - 上面数字 5 绿条结尾、右上角数字 6 单点,A - 右边数字 1 单点,286,563,1507791,28 + 0.0
A,9,"A型のうた","西野カナ",,,分开,112 + 248、112 + 249、112 + 250、112 + 251、112 + 252、112 + 253、112 + 254、113 + 248、113 + 249、113 + 250,A - 右下角数字 7 单点^^^B - 左下角数字 8 单点,A - 左下角数字 9 蓝条结尾^^^B - 左边数字 2 单点,208,426,56 + 0.4,248、249、250、251、252、253、254,B - 左下角数字 8 单点,B - 左边数字 2 单点,208,426,1282842,29 + 0.0
,,"All Mine","f(x)",,红色,分开,100 + 297、100 + 298、101 + 297、101 + 298、102 + 297、102 + 298、103 + 297、103 + 298,A - 右上角数字 1 蓝条中间^^^B - 左下角数字 1 蓝条开始,A - 左下角数字 8 蓝条中间^^^B - 左下角数字 7 绿条结尾,188,368,62 - 0.2,100、297、298,A - 右上角数字 1 蓝条中间,A - 左下角数字 8 蓝条中间,188,368,977563,31 - 0.1
